transaction_id,account_id,merchant_id,amount,transaction_date,transaction_type,is_fraud
15695,877,97,127.37,2024-12-27,payment,0
15696,4570,41,35.11,2023-02-20,payment,0
15697,5782,12,176.33,2024-09-23,payment,0
15698,2032,86,6.57,2024-04-15,payment,0
15699,900,1,10.24,2024-04-21,payment,0
15700,3755,85,352.97,2024-09-12,payment,0
15701,6610,58,156.72,2023-06-24,withdrawal,0
15702,953,76,91.2,2023-10-13,payment,0
15703,4276,63,148.38,2023-10-22,transfer,0
15704,4053,64,44.85,2023-04-27,payment,0
15705,5928,8,103.91,2024-08-07,payment,0
15706,607,26,15.42,2023-12-10,transfer,0
15707,5201,21,369.05,2024-05-29,payment,0
15708,3880,21,120.29,2024-11-12,transfer,0
15709,7019,12,138.04,2024-12-20,payment,0
15710,2303,6,161.86,2023-10-24,withdrawal,0
15711,5936,71,10.17,2023-08-16,payment,0
15712,4051,86,42.27,2024-05-08,payment,0
15713,6114,61,45.27,2023-10-30,payment,0
15714,2377,27,333.74,2023-01-12,withdrawal,0
15715,7094,87,69.53,2023-07-11,payment,0
15716,2051,6,79.86,2024-09-22,payment,0
15717,3990,29,462.45,2023-05-03,transfer,0
15718,1163,3,273.8,2023-04-18,payment,0
15719,6389,88,5.55,2023-02-17,payment,0
15720,5667,39,23.89,2024-11-24,transfer,0
15721,2511,63,42.01,2024-05-02,withdrawal,0
15722,5699,43,16.67,2023-11-17,withdrawal,0
15723,5906,89,36.26,2024-08-14,payment,0
15724,4549,78,116.27,2023-06-12,payment,0
15725,2916,15,36.69,2023-01-14,payment,0
15726,1707,50,17.23,2023-10-21,payment,0
15727,3030,30,31.36,2024-05-21,payment,0
15728,3704,28,14.15,2024-10-28,payment,0
15729,5860,24,13.9,2023-09-05,payment,0
15730,5957,98,151.54,2024-09-13,payment,0
15731,6934,62,216.3,2024-02-13,payment,0
15732,3575,71,29.18,2023-10-07,payment,0
15733,4484,66,24.33,2024-01-24,transfer,0
15734,6839,87,49.37,2024-06-27,transfer,0
15735,6355,52,451.18,2023-12-04,transfer,0
15736,5962,33,9.42,2024-01-30,payment,0
15737,3572,30,39.26,2024-11-16,payment,0
15738,4797,72,35.17,2024-10-24,withdrawal,0
15739,3684,47,117.81,2024-05-08,payment,0
15740,3510,1,24.42,2023-03-18,payment,0
15741,3191,78,41.71,2024-03-14,transfer,0
15742,1104,42,437.39,2024-08-30,payment,0
15743,2870,39,17.69,2023-06-15,payment,0
15744,2961,88,88.54,2023-06-16,payment,0
15745,5678,40,44.79,2024-08-17,withdrawal,0
15746,6612,14,24.64,2024-05-27,payment,0
15747,1001,55,5.8,2023-09-08,payment,0
15748,1465,6,32.21,2023-12-29,withdrawal,0
15749,65,52,456.1,2023-10-03,withdrawal,0
15750,3879,2,94.11,2024-02-25,payment,0
15751,1301,26,232.36,2023-12-12,payment,0
15752,7,10,165.95,2023-11-14,withdrawal,0
15753,1053,95,46.48,2024-05-09,payment,0
15754,1301,45,21.84,2023-09-06,payment,0
15755,116,68,46.64,2024-12-05,payment,0
15756,2354,63,180.83,2023-03-18,payment,0
15757,2330,86,76.48,2023-08-16,payment,0
15758,3281,46,380.88,2023-08-11,payment,0
15759,2096,21,14.57,2023-01-24,transfer,0
15760,3620,54,95.74,2023-01-28,withdrawal,0
15761,6014,12,47.26,2023-09-22,withdrawal,0
15762,4168,32,49.75,2023-09-28,payment,0
15763,3122,92,16.97,2023-02-27,withdrawal,0
15764,2300,9,86.37,2023-08-10,withdrawal,0
15765,2922,68,57.82,2024-01-24,withdrawal,0
15766,2232,53,175.37,2024-11-27,payment,0
15767,2457,19,8.41,2024-09-22,payment,0
15768,5195,21,95.67,2023-01-19,payment,0
15769,6268,19,190.64,2024-07-21,payment,0
15770,1873,60,65.55,2023-06-03,payment,0
15771,4583,18,20.93,2023-03-18,withdrawal,0
15772,115,76,27.48,2024-04-10,transfer,0
15773,3751,78,43.93,2023-06-20,withdrawal,0
15774,4484,87,12.15,2023-10-17,withdrawal,0
15775,2484,85,45.28,2023-08-31,withdrawal,0
15776,43,20,297.64,2024-11-10,payment,0
15777,2942,7,8.32,2024-11-04,payment,0
15778,4752,4,71.52,2023-09-01,withdrawal,0
15779,78,2,36.66,2024-04-09,withdrawal,0
15780,259,40,119.34,2024-01-25,payment,0
15781,95,89,79.16,2024-09-01,payment,0
15782,4156,5,169.76,2023-08-14,payment,1
15783,279,11,72.11,2023-12-23,payment,0
15784,2053,58,152.32,2023-12-16,payment,0
15785,1155,44,362.78,2024-10-24,payment,0
15786,290,59,381.78,2024-08-11,payment,0
15787,2303,16,305.97,2023-09-14,withdrawal,0
15788,1165,48,180.18,2023-02-22,payment,0
15789,4620,31,14.95,2023-08-03,payment,0
15790,5233,58,17.03,2024-10-30,payment,0
15791,1643,25,5.15,2024-01-15,payment,1
15792,6079,23,12.45,2024-04-30,withdrawal,0
15793,6687,88,214.83,2023-06-03,withdrawal,0
15794,4220,22,40.75,2023-05-26,transfer,0
15795,1489,31,43.08,2023-04-17,payment,0
15796,6751,55,295.04,2024-05-02,transfer,1
15797,1471,57,16.46,2024-10-01,withdrawal,0
15798,2279,30,152.43,2024-04-23,payment,0
15799,1601,35,115.95,2024-12-25,payment,0
15800,3571,75,29.77,2024-07-10,withdrawal,0
15801,1879,75,499.33,2024-08-27,payment,0
15802,3025,97,36.5,2024-07-02,payment,1
15803,2865,24,7.49,2023-07-13,withdrawal,0
15804,7087,90,252.5,2024-04-09,payment,0
15805,1197,87,178.66,2023-08-02,payment,0
15806,1594,28,345.94,2023-11-20,payment,0
15807,6919,5,106.18,2024-01-07,withdrawal,0
15808,5481,18,49.39,2024-12-06,payment,1
15809,4013,99,37.07,2023-10-07,payment,0
15810,4023,23,49.2,2024-01-23,withdrawal,0
15811,5158,51,6.06,2023-04-29,payment,0
15812,1835,94,34.43,2024-03-15,withdrawal,0
15813,3929,7,10.17,2023-01-21,transfer,0
15814,2737,5,40.83,2023-10-30,withdrawal,0
15815,1780,37,394.33,2023-11-04,withdrawal,0
15816,6599,42,124.92,2024-10-21,payment,0
15817,7290,83,49.14,2023-05-06,transfer,0
15818,1602,95,30.08,2023-12-16,payment,0
15819,977,73,39.64,2023-07-10,payment,0
15820,6263,78,158.04,2024-05-27,withdrawal,0
15821,877,11,104.83,2023-08-05,payment,0
15822,6188,62,389.89,2024-02-08,payment,0
15823,4439,45,121.61,2024-02-19,withdrawal,0
15824,4144,24,12.89,2024-11-28,payment,0
15825,621,41,76.54,2023-03-02,payment,0
15826,5257,37,98.2,2024-05-25,withdrawal,0
15827,4326,1,66.77,2024-07-23,payment,0
15828,4618,32,39.34,2024-09-18,withdrawal,0
15829,3373,94,30.69,2023-09-06,payment,0
15830,860,97,21.12,2024-07-01,payment,0
15831,3952,12,17.02,2024-01-12,withdrawal,0
15832,1947,91,64.26,2023-02-07,payment,0
15833,5851,6,401.57,2023-04-23,payment,0
15834,6478,57,153.31,2024-03-06,payment,0
15835,2763,20,32.25,2024-10-25,payment,0
15836,1298,93,54.26,2024-10-16,withdrawal,0
15837,650,67,25.05,2024-10-04,payment,0
15838,6546,16,46.15,2024-07-03,payment,0
15839,6943,70,79.53,2023-03-03,payment,0
15840,1460,84,123.16,2023-11-29,transfer,1
15841,409,86,102.19,2023-04-26,payment,0
15842,890,76,183.6,2024-07-16,payment,0
15843,4795,10,148.32,2024-12-30,payment,0
15844,5394,72,149.01,2024-11-20,payment,0
15845,2295,99,388.18,2023-04-08,payment,0
15846,3606,98,44.27,2023-02-22,payment,0
15847,5296,18,49.43,2024-08-04,payment,0
15848,5155,15,189.15,2024-12-16,withdrawal,0
15849,2377,88,47.77,2023-12-14,payment,0
15850,252,22,7.36,2024-08-15,withdrawal,0
15851,6566,68,155.77,2024-05-02,payment,0
15852,6550,26,5.73,2024-12-25,transfer,0
15853,6466,54,32.2,2024-01-11,withdrawal,0
15854,5893,11,377.38,2024-01-26,withdrawal,0
15855,4644,44,43.29,2024-05-22,payment,0
15856,4510,84,17.54,2023-05-06,payment,0
15857,4079,31,9.15,2023-03-25,transfer,0
15858,7296,58,182.95,2023-05-14,withdrawal,0
15859,5135,18,158.52,2023-05-15,payment,0
15860,4885,31,17.34,2023-11-04,withdrawal,0
15861,4676,49,95.77,2024-10-27,withdrawal,0
15862,5705,14,15.39,2024-01-28,payment,0
15863,560,79,122.91,2023-01-02,transfer,0
15864,5265,96,14.88,2023-02-23,payment,0
15865,3011,3,37.81,2024-08-27,withdrawal,1
15866,368,71,8.4,2023-11-27,payment,0
15867,7319,25,65.7,2023-04-22,payment,0
15868,5516,54,14.96,2024-07-21,payment,0
15869,1581,62,44.24,2024-12-29,payment,0
15870,2979,18,72.2,2024-02-15,withdrawal,0
15871,4257,51,31.74,2023-02-22,payment,0
15872,546,31,25.4,2023-04-20,withdrawal,0
15873,386,18,358.03,2023-01-26,payment,0
15874,4293,34,25.51,2024-07-10,payment,0
15875,6344,77,25.34,2024-06-01,payment,0
15876,2406,42,168.33,2024-05-21,transfer,0
15877,1768,24,38.14,2023-10-14,transfer,0
15878,3559,67,21.1,2023-04-18,payment,0
15879,173,44,28.31,2023-06-16,withdrawal,0
15880,5915,36,23.19,2023-07-01,withdrawal,0
15881,5106,58,176.59,2023-02-19,withdrawal,0
15882,2954,28,32.78,2023-07-17,withdrawal,0
15883,5911,76,26.56,2024-06-14,withdrawal,0
15884,3555,24,36.24,2023-02-01,withdrawal,0
15885,1431,97,21.62,2024-12-12,withdrawal,0
15886,3169,99,79.53,2024-01-22,payment,0
15887,975,39,145.44,2024-09-27,payment,0
15888,5736,76,145.1,2024-04-12,payment,0
15889,5795,32,99.21,2023-05-20,payment,0
15890,190,1,157.43,2023-03-03,transfer,0
15891,6621,59,45.24,2023-05-21,withdrawal,0
15892,5269,81,116.05,2024-09-13,payment,0
15893,1618,12,232.81,2024-07-22,withdrawal,0
15894,336,91,372.96,2024-12-27,withdrawal,0
15895,5444,69,15.51,2023-02-25,transfer,0
15896,3870,1,321.66,2023-03-08,payment,0
15897,1199,57,356.71,2024-12-22,payment,0
15898,6933,33,278.97,2023-01-26,payment,0
15899,6766,75,29.84,2023-07-20,payment,0
15900,5106,9,195.19,2024-12-06,payment,0
15901,3804,50,8.55,2023-04-05,withdrawal,0
15902,903,61,49.22,2023-01-14,payment,1
15903,2144,44,69.24,2024-11-02,withdrawal,0
15904,4163,25,46.5,2023-11-14,payment,0
15905,4958,61,453.62,2024-07-13,payment,0
15906,3154,55,105.96,2024-02-18,payment,0
15907,4443,19,36.55,2024-07-10,withdrawal,0
15908,1462,93,20.84,2023-07-10,withdrawal,0
15909,6868,61,27.44,2023-02-15,payment,0
15910,6796,70,47.71,2023-12-18,payment,0
15911,2846,85,27.18,2023-10-19,payment,0
15912,2103,66,19.96,2024-09-20,payment,0
15913,2013,94,21.19,2024-08-21,withdrawal,0
15914,1226,87,267.84,2023-09-12,withdrawal,0
15915,4322,66,168.67,2024-08-20,transfer,1
15916,3368,63,20.37,2023-09-25,payment,0
15917,5021,70,79.26,2023-04-14,withdrawal,0
15918,2377,50,34.62,2023-11-05,payment,0
15919,5671,68,261.73,2023-06-30,payment,0
15920,4026,63,45.11,2024-09-13,payment,0
15921,2494,23,63.97,2024-05-22,withdrawal,0
15922,6039,20,179.17,2023-02-13,withdrawal,0
15923,4565,1,15.68,2023-04-13,withdrawal,0
15924,3421,8,155.18,2024-04-28,payment,0
15925,4097,80,377.12,2024-01-24,payment,0
15926,7041,23,203.38,2023-11-03,payment,0
15927,5532,56,8.04,2023-02-10,payment,0
15928,1778,79,53.41,2024-10-24,payment,0
15929,4369,92,21.59,2024-02-05,withdrawal,0
15930,5188,16,175.35,2023-08-15,withdrawal,0
15931,4977,24,297.98,2024-02-06,transfer,0
15932,4591,98,317.94,2024-11-09,transfer,0
15933,1073,60,496.46,2023-12-05,payment,0
15934,1565,63,32.65,2024-11-06,withdrawal,0
15935,7454,66,117.65,2023-04-04,payment,0
15936,4937,100,153.18,2024-09-06,withdrawal,0
15937,7043,34,58.74,2023-06-09,withdrawal,0
15938,3377,25,35.2,2024-05-25,payment,0
15939,266,99,159.47,2023-09-22,payment,0
15940,518,45,16.59,2024-07-19,payment,0
15941,5624,7,44.63,2023-12-14,withdrawal,0
15942,6365,41,35.27,2024-09-10,payment,0
15943,7255,34,128.67,2024-11-04,payment,0
15944,4465,98,110.6,2024-02-25,withdrawal,0
15945,6232,35,9.84,2023-11-16,payment,0
15946,695,83,37.35,2024-08-22,payment,0
15947,6783,38,155.14,2024-04-06,payment,0
15948,1533,50,169.11,2024-08-23,payment,0
15949,5072,58,7.65,2024-11-21,payment,0
15950,4601,56,14.84,2024-04-22,payment,0
15951,5277,31,124.99,2024-03-25,withdrawal,0
15952,6115,21,13.92,2023-01-11,payment,0
15953,4706,33,90.74,2024-09-26,withdrawal,0
15954,730,15,37.72,2023-10-13,payment,0
15955,6211,67,369.82,2024-07-03,payment,0
15956,6388,3,18.16,2024-07-06,withdrawal,0
15957,3174,1,59.9,2024-02-02,withdrawal,1
15958,3203,94,35.5,2024-10-04,payment,0
15959,1761,91,255.76,2023-12-08,payment,0
15960,663,64,93.37,2024-06-24,payment,0
15961,4150,92,153.14,2023-05-20,withdrawal,0
15962,3258,66,407.92,2023-05-31,withdrawal,0
15963,82,24,43.86,2023-08-19,withdrawal,0
15964,839,29,20.67,2024-10-09,withdrawal,0
15965,4601,88,20.21,2023-07-19,payment,0
15966,7235,1,136.47,2023-08-11,payment,0
15967,4609,42,29.49,2024-08-20,payment,0
15968,974,40,144.83,2024-10-25,payment,0
15969,5691,32,62.5,2023-05-22,withdrawal,0
15970,905,27,16.44,2023-01-11,payment,0
15971,6989,100,21.9,2023-11-27,payment,0
15972,3857,78,214.39,2024-03-27,payment,0
15973,2510,94,7.77,2023-01-13,withdrawal,0
15974,4134,23,55.47,2023-10-18,withdrawal,0
15975,5602,54,196.73,2024-04-16,payment,0
15976,6014,20,31.79,2024-08-05,withdrawal,0
15977,3674,19,314.66,2023-10-06,payment,0
15978,848,57,313.15,2024-10-22,payment,0
15979,1754,90,130.46,2023-02-25,transfer,0
15980,3246,73,110.37,2024-10-06,payment,0
15981,7302,53,35.05,2024-10-15,withdrawal,0
15982,5555,78,81.54,2023-10-11,payment,0
15983,4956,95,223.58,2023-06-07,withdrawal,0
15984,1536,99,48.06,2024-10-09,payment,0
15985,3487,86,33.21,2023-09-05,withdrawal,0
15986,4777,16,22.28,2024-01-21,withdrawal,0
15987,5163,29,104.28,2024-01-20,payment,0
15988,2408,74,168.53,2024-02-16,payment,0
15989,4335,32,6.73,2023-01-22,payment,0
15990,3643,13,124.62,2023-11-21,payment,0
15991,4701,49,396.81,2024-05-16,payment,0
15992,6295,49,75.84,2024-04-26,payment,0
15993,1930,9,159.59,2024-01-07,payment,0
15994,4699,74,29.34,2024-06-12,withdrawal,0
15995,1200,77,25.77,2024-07-20,payment,0
15996,955,63,49.45,2024-11-10,payment,0
15997,4752,1,185.55,2023-09-19,payment,0
15998,2045,84,47.86,2024-09-15,payment,0
15999,2210,65,22.01,2024-04-07,withdrawal,0
16000,319,28,31.79,2024-05-02,payment,0
16001,3840,6,172.77,2023-06-11,payment,0
16002,4760,33,37.9,2023-01-13,payment,0
16003,7349,42,286.31,2024-12-23,payment,0
16004,4865,48,44.14,2024-12-25,payment,0
16005,6184,3,24.7,2024-09-11,withdrawal,0
16006,1018,8,32.3,2023-04-26,payment,0
16007,5351,5,192.35,2024-03-23,withdrawal,0
16008,7331,42,160.95,2023-07-22,payment,0
16009,2594,47,84.28,2024-02-05,payment,0
16010,165,53,273.41,2024-01-29,payment,0
16011,7327,95,7.39,2023-01-16,payment,0
16012,284,29,7.02,2024-05-16,payment,0
16013,5845,84,39.45,2023-11-30,withdrawal,1
16014,5474,43,82.98,2024-04-29,withdrawal,0
16015,1198,47,11.99,2024-08-01,payment,0
16016,1692,1,187.36,2023-06-05,payment,0
16017,2772,94,13.12,2023-01-20,payment,0
16018,2904,2,124.76,2023-08-23,withdrawal,0
16019,5320,95,22.59,2023-03-23,payment,0
16020,1007,48,31.99,2024-10-23,payment,1
16021,5568,52,9.01,2023-03-05,withdrawal,1
16022,3190,50,448.1,2023-02-05,payment,0
16023,4536,15,12.87,2023-11-28,withdrawal,0
16024,5758,45,379.43,2023-09-22,payment,0
16025,3555,100,7.86,2023-11-28,transfer,0
16026,6585,39,109.88,2024-08-03,payment,0
16027,3833,10,111.87,2023-10-28,withdrawal,0
16028,3724,29,16.51,2024-07-06,withdrawal,0
16029,6890,3,42.35,2024-01-07,payment,0
16030,5768,71,49.71,2023-02-28,payment,0
16031,1464,9,13.56,2024-10-08,transfer,0
16032,858,37,20.88,2024-12-16,withdrawal,0
16033,7299,38,185.14,2023-05-31,transfer,0
16034,5061,13,134.75,2024-03-31,payment,0
16035,5737,72,181.85,2024-10-09,payment,0
16036,888,88,363.21,2024-12-19,payment,0
16037,5613,48,47.38,2023-01-26,payment,0
16038,2075,17,24.86,2024-05-23,payment,0
16039,6865,45,85.42,2023-04-02,transfer,0
16040,5348,88,33.05,2024-10-21,withdrawal,0
16041,5747,49,148.73,2024-10-17,payment,0
16042,7068,93,149.58,2024-09-08,withdrawal,0
16043,2923,63,37.14,2024-08-27,payment,0
16044,3712,61,189.87,2024-11-10,withdrawal,0
16045,5764,21,46.67,2024-06-11,withdrawal,0
16046,6777,57,12.24,2023-10-11,payment,0
16047,4214,52,36.53,2024-04-22,payment,0
16048,5949,5,49.6,2024-02-18,payment,0
16049,2627,65,163.5,2023-05-20,withdrawal,1
16050,1516,30,12.07,2024-12-12,payment,0
16051,1184,12,159.24,2023-03-30,withdrawal,0
16052,3672,55,103.84,2024-01-13,transfer,0
16053,6936,56,35.94,2023-03-19,transfer,0
16054,5876,5,13.93,2024-02-16,withdrawal,0
16055,4988,47,69.45,2023-04-18,payment,0
16056,5036,41,18.06,2024-11-19,payment,0
16057,5047,24,26.92,2024-01-07,payment,0
16058,290,94,258.73,2023-07-20,transfer,0
16059,5528,66,39.78,2023-11-30,payment,0
16060,1563,88,7.91,2024-02-28,withdrawal,0
16061,3007,4,136.87,2023-08-28,withdrawal,0
16062,7371,30,383.45,2023-12-28,payment,0
16063,1515,99,162.08,2024-03-11,withdrawal,0
16064,454,21,253.66,2024-06-12,withdrawal,0
16065,3058,70,25.74,2024-09-26,withdrawal,0
16066,2879,29,188.33,2024-03-13,payment,0
16067,6959,97,9.77,2023-11-18,payment,0
16068,4270,52,57.3,2023-01-03,payment,0
16069,1969,52,61.44,2023-05-09,payment,0
16070,2956,14,52.54,2024-01-29,transfer,0
16071,4979,66,37.74,2024-07-16,payment,0
16072,478,96,118.13,2024-08-28,payment,0
16073,5140,49,18.61,2023-09-17,payment,0
16074,5005,33,129.89,2024-01-20,withdrawal,0
16075,377,23,5.15,2023-06-13,withdrawal,0
16076,907,46,173.58,2024-02-21,payment,0
16077,2485,90,43.94,2024-09-26,payment,0
16078,6392,13,125.34,2024-08-12,payment,0
16079,5457,91,93.38,2024-06-11,transfer,0
16080,5416,16,33.33,2024-12-22,payment,0
16081,3732,55,163.63,2023-01-18,transfer,0
16082,6463,13,35.12,2023-01-20,transfer,0
16083,6138,73,49.1,2023-01-28,transfer,0
16084,1866,19,108.8,2023-11-15,payment,0
16085,3,55,34.6,2024-02-01,payment,1
16086,4270,73,29.5,2024-09-07,payment,0
16087,2538,100,47.89,2023-09-20,payment,0
16088,7345,88,265.63,2024-07-13,payment,0
16089,1040,64,64.18,2024-09-17,payment,0
16090,3081,29,40.28,2023-01-23,payment,0
16091,6179,45,194.32,2024-09-07,transfer,0
16092,303,73,7.23,2023-03-12,withdrawal,0
16093,7098,56,29.4,2023-05-07,transfer,0
16094,1477,45,128.22,2024-09-05,payment,0
16095,564,32,49.02,2023-02-28,withdrawal,0
16096,5902,72,24.9,2023-06-04,payment,0
16097,346,68,22.65,2023-06-22,withdrawal,0
16098,4271,51,30.52,2024-08-22,payment,0
16099,340,72,26.15,2023-08-11,payment,0
16100,2356,63,40.85,2024-06-06,payment,0
16101,1520,23,37.31,2023-08-08,payment,0
16102,3694,90,15.15,2024-04-19,payment,0
16103,3907,92,12.25,2024-10-21,withdrawal,0
16104,5555,31,86.43,2023-10-26,payment,0
16105,659,62,155.35,2024-12-29,withdrawal,0
16106,109,32,49.95,2024-09-14,payment,0
16107,6175,71,62.87,2024-04-27,withdrawal,0
16108,6163,38,27.88,2024-12-23,payment,0
16109,2412,3,134.74,2024-06-19,payment,0
16110,6474,24,127.64,2024-04-02,payment,0
16111,7439,68,356.14,2023-05-01,payment,0
16112,7419,44,111.76,2024-11-03,payment,0
16113,548,53,31.56,2023-06-02,payment,0
16114,862,71,440.13,2023-12-09,payment,0
16115,803,58,79.86,2023-10-06,payment,0
16116,509,19,291.91,2023-04-01,payment,0
16117,1664,27,39.47,2024-08-05,withdrawal,0
16118,6584,47,10.96,2024-07-02,payment,0
16119,4204,79,242.38,2023-01-22,payment,0
16120,533,99,47.8,2023-06-26,withdrawal,0
16121,2891,84,187.8,2023-06-11,transfer,0
16122,1196,52,84.94,2024-08-02,payment,0
16123,2814,97,6.75,2023-03-02,withdrawal,0
16124,5540,46,47.17,2023-05-22,payment,0
16125,6551,97,8.09,2023-05-05,withdrawal,0
16126,4204,25,35.62,2024-09-28,payment,0
16127,7407,55,33.38,2024-02-12,payment,0
16128,876,43,148.7,2024-03-26,payment,0
16129,2188,95,125.47,2023-03-23,payment,0
16130,5108,28,22.47,2023-11-01,payment,0
16131,3920,20,32.14,2023-07-17,payment,0
16132,4107,76,36.97,2024-01-05,withdrawal,0
16133,1274,14,18.57,2023-11-26,withdrawal,0
16134,1458,82,219.94,2023-01-27,payment,0
16135,4245,14,10.82,2024-02-16,payment,0
16136,4155,82,28.82,2023-10-01,payment,0
16137,5728,47,38.13,2023-06-11,payment,0
16138,7194,48,12.88,2023-05-21,payment,0
16139,4869,23,33.09,2023-04-01,payment,0
16140,2928,33,70.08,2023-08-16,withdrawal,0
16141,5344,27,9.85,2023-02-09,payment,0
16142,4704,9,164.88,2023-05-09,payment,0
16143,5932,28,154.46,2024-07-01,payment,0
16144,6919,57,162.41,2024-10-26,payment,0
16145,3323,58,42.11,2024-07-05,transfer,0
16146,4540,42,43.74,2023-07-17,transfer,0
16147,5924,8,36.63,2024-03-16,payment,0
16148,5250,9,334.14,2023-08-14,transfer,0
16149,3045,20,17.91,2023-05-20,payment,0
16150,7006,61,94.11,2024-12-31,withdrawal,0
16151,5038,49,488.2,2024-09-12,payment,0
16152,6946,93,213.94,2023-08-28,payment,0
16153,765,69,152.98,2024-10-09,payment,0
16154,5395,16,128.84,2024-02-22,payment,1
16155,494,3,281.19,2024-02-16,payment,0
16156,6954,25,17.73,2023-10-23,payment,0
16157,3309,35,30.83,2024-10-22,payment,0
16158,6680,24,5.77,2024-07-29,payment,0
16159,2539,48,38.68,2024-06-16,payment,0
16160,1740,69,39.55,2023-01-16,withdrawal,0
16161,4777,1,205.39,2024-08-01,withdrawal,0
16162,3275,76,458.0,2024-11-24,withdrawal,0
16163,1284,24,191.0,2024-08-10,withdrawal,0
16164,2828,49,450.11,2023-07-23,payment,0
16165,1919,55,64.57,2023-09-27,payment,0
16166,3566,69,36.58,2024-06-04,payment,0
16167,7286,56,30.97,2024-07-26,payment,0
16168,3947,70,32.77,2023-01-18,withdrawal,0
16169,3955,10,115.56,2024-09-01,payment,0
16170,1390,88,93.62,2024-09-05,payment,0
16171,3662,81,190.98,2024-03-07,payment,0
16172,2431,33,411.67,2024-04-24,payment,0
16173,2205,71,78.08,2024-10-07,withdrawal,0
16174,5872,66,325.42,2023-10-19,payment,0
16175,3121,39,49.66,2024-08-31,payment,0
16176,4506,84,14.16,2024-09-30,payment,0
16177,3236,36,45.58,2023-07-14,payment,0
16178,91,34,85.91,2024-04-19,withdrawal,0
16179,82,26,385.35,2024-11-26,withdrawal,0
16180,3245,83,26.67,2024-04-27,payment,0
16181,4256,86,194.99,2024-06-09,payment,0
16182,6238,89,35.63,2023-06-20,payment,0
16183,7400,55,177.22,2024-09-08,transfer,0
16184,2903,97,60.13,2023-01-05,payment,0
16185,911,61,499.71,2023-01-16,withdrawal,0
16186,643,33,27.27,2023-11-12,payment,0
16187,189,76,22.75,2024-07-19,withdrawal,0
16188,5847,35,151.44,2024-04-09,payment,0
16189,406,31,150.86,2024-04-20,payment,0
16190,7295,49,12.03,2023-12-16,payment,0
16191,3109,92,40.82,2023-07-17,payment,0
16192,3873,12,269.95,2024-07-17,withdrawal,0
16193,6601,67,78.59,2023-10-20,withdrawal,0
16194,1821,62,72.66,2023-09-21,withdrawal,0
16195,4036,90,381.78,2024-07-22,transfer,0
16196,713,87,99.26,2023-10-18,payment,0
16197,6720,22,197.04,2023-01-17,transfer,0
16198,2099,98,14.9,2024-04-13,payment,0
16199,629,98,102.37,2023-02-06,withdrawal,0
16200,4279,32,30.31,2024-10-12,withdrawal,0
16201,2624,72,193.0,2024-10-02,payment,0
16202,1223,34,14.36,2024-04-15,payment,0
16203,5177,47,21.53,2024-07-11,withdrawal,0
16204,6826,83,124.07,2024-12-19,payment,0
16205,6933,14,27.12,2023-04-07,payment,0
16206,5164,46,20.97,2024-08-27,transfer,0
16207,4931,98,14.33,2024-02-04,payment,0
16208,6152,73,371.27,2024-01-02,payment,0
16209,6127,28,12.82,2023-11-11,payment,0
16210,1434,96,64.04,2023-12-15,payment,0
16211,6968,1,11.16,2023-03-22,withdrawal,0
16212,4967,39,149.9,2024-11-28,payment,0
16213,7288,15,7.67,2023-06-20,withdrawal,0
16214,5639,21,14.21,2023-08-03,payment,0
16215,3060,57,15.26,2024-02-10,payment,1
16216,2067,46,38.58,2023-06-03,payment,0
16217,3459,25,450.69,2024-12-17,transfer,0
16218,423,40,86.16,2023-10-12,payment,0
16219,5885,26,29.78,2024-08-22,payment,0
16220,4145,23,49.02,2024-10-03,withdrawal,0
16221,4140,76,12.63,2024-10-09,payment,0
16222,2006,86,21.41,2024-12-21,payment,0
16223,313,98,5.51,2023-07-21,withdrawal,0
16224,3059,80,8.61,2023-11-15,payment,0
16225,4607,65,45.01,2024-12-17,withdrawal,0
16226,4590,24,106.66,2023-08-09,withdrawal,0
16227,873,93,83.0,2024-01-31,payment,0
16228,697,51,148.49,2024-03-16,payment,0
16229,4629,52,375.02,2023-02-13,withdrawal,0
16230,834,11,43.04,2023-11-20,withdrawal,0
16231,905,74,37.4,2024-03-02,payment,0
16232,3203,1,10.67,2023-04-16,withdrawal,0
16233,2875,28,478.48,2023-04-19,payment,0
16234,1760,37,158.71,2024-06-19,payment,0
16235,3803,1,46.49,2023-01-30,payment,0
16236,6725,17,29.05,2023-05-13,withdrawal,0
16237,3430,29,20.53,2023-08-04,payment,0
16238,5901,13,294.96,2023-03-27,payment,0
16239,2145,88,20.12,2024-09-01,payment,0
16240,4655,90,85.87,2023-01-29,payment,0
16241,2180,26,175.89,2023-02-19,payment,0
16242,6914,67,37.88,2024-07-10,transfer,0
16243,6617,98,46.59,2024-06-26,payment,0
16244,2299,30,14.27,2023-07-09,transfer,0
16245,6013,24,84.98,2024-08-07,payment,0
16246,2153,23,52.27,2023-09-24,withdrawal,0
16247,2093,6,65.59,2023-06-14,withdrawal,0
16248,2464,65,28.49,2024-05-09,payment,0
16249,2224,68,171.01,2023-10-03,payment,0
16250,2752,39,38.73,2024-05-22,payment,0
16251,7465,46,72.38,2024-08-25,payment,1
16252,7436,65,163.87,2023-08-17,payment,0
16253,4388,15,173.88,2024-06-23,payment,0
16254,4020,90,83.68,2023-12-27,payment,0
16255,5411,32,138.53,2023-02-02,transfer,0
16256,595,14,82.72,2024-09-20,payment,0
16257,666,21,46.54,2024-03-18,withdrawal,0
